Brand,Division,SKU,Description,Size,Color,Product Category/Series,Silhouette/Product Type,Channel Class,Department,Class,Sub Class,Heel Height,Season,Old Season,Gender,Width,Case Material,Band,Movement Type,Movement Name,HS Code,UOM,Currency,FOB,Unit Cost,Unit Price,Sale Tax Rate,Additional Sales Tax,Discount Start Date,Discount End Date,Discount %,BarCode,Launch Date
IVAR,SUMMER COLLECTION,O/STSHIRT,IVAR® OVERSIZED TSHIRT,XX-LARGE,CHOCOLATE BROWN,SUMMER COLLECTION,N/A,N/A,N/A,N/A,N/A,N/A,SUMMER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6109.9090,NOS,PKR,0,0,1950,18,0,,,,106469,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,34,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106467,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,XX-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106465,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,X-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106464,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106463,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,MEDIUM,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106462,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,SMALL,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106461,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,XX-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106460,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,X-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106459,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106458,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,MEDIUM,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106457,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,SMALL,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106456,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,XX-LARGE,CREAM,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106455,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,X-LARGE,CREAM,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106454,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,LARGE,CREAM,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106453,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,MEDIUM,CREAM,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106452,
IVAR,SUMMER COLLECTION,IVBRZCBNCLRST,IVAR® BREEZE CUBAN COLLAR SHIRT,SMALL,CREAM,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3250,18,0,,,,106451,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,XX-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106450,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,X-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106449,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106448,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,MEDIUM,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106447,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,SMALL,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106446,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,XX-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106445,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,X-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106444,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106443,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,MEDIUM,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106442,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,SMALL,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106441,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,XX-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106440,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106439,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106438,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106437,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106436,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,XX-LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106435,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,X-LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106434,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106433,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,MEDIUM,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106432,
IVAR,SUMMER COLLECTION,IVDRPNEDLZIPRHA,IVAR® DROP NEEDLE ZIPPER HANLEY,SMALL,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6105.9000,NOS,PKR,,,2350,18,0,,,,106431,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,44,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106430,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,43,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106429,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,42,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106428,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,41,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106427,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,40,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106426,
IVAR,FOOTWEAR,IVUBNPNYLOF,IVAR® URBAN PENNY LOAFERS,39,BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106425,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,44,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106424,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,43,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106423,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,42,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106422,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,41,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106421,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,40,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106420,
IVAR,FOOTWEAR,IVJUTELOF,IVAR® JUTE LOAFERS,39,JUTE,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,3750,18,0,,,,106419,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,XX-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106416,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,X-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106415,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106414,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,MEDIUM,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106413,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,SMALL,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106412,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,XX-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106411,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106410,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106409,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106408,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106407,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,XX-LARGE,SMOKED GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106406,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,X-LARGE,SMOKED GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106405,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,LARGE,SMOKED GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106404,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,MEDIUM,SMOKED GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106403,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,SMALL,SMOKED GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106402,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,XX-LARGE,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106401,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,X-LARGE,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106400,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,LARGE,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106399,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,MEDIUM,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106398,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,SMALL,SKY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106397,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,XX-LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106396,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,X-LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106395,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106394,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,MEDIUM,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106393,
IVAR,SUMMER COLLECTION,IVCNTRSTJCPO,IVAR® CONTRAST J/C POLO,SMALL,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2550,18,0,,,,106392,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,45,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106391,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,44,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106390,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,43,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106389,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,42,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106388,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,41,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106387,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,40,DUSTY BROWN,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106386,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,34,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106385,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,32,CHARCOAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106384,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,38,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106383,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,36,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106382,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,32,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106381,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,30,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106380,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,38,CAMEL BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106379,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,36,CAMEL BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106378,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,34,CAMEL BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106377,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,32,CAMEL BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106376,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,30,CAMEL BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106375,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,30,CHARCOAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106470,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,30,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106471,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,32,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106472,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,34,CHARCOAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106473,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,36,CHARCOAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106474,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,36,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106475,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,38,CHARCOAL,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106476,
IVAR,SUMMER COLLECTION,IVRSTSRT,IVAR® RESORT SHORTS,38,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,2500,18,0,,,,106477,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,45,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106478,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,44,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106479,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,43,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106480,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,42,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106481,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,41,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106482,
IVAR,FOOTWEAR,IVPNYLOF,IVAR® PENNY LOAFER,40,BLACK,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106483,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106373,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106372,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106371,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106370,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106369,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106368,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106367,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106366,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106365,
